region,count,per100k,date
Storuman,30,502,2013-10-01
Strängnäs,295,888,2013-10-01
Strömstad,100,807,2013-10-01
Strömsund,118,978,2013-10-01
Sundbyberg,653,1566,2013-10-01
Sundsvall,1097,1133,2013-10-01
Sunne,87,666,2013-10-01
Surahammar,59,598,2013-10-01
Svalöv,118,887,2013-10-01
Svedala,124,619,2013-10-01
Svenljunga,111,1081,2013-10-01
Säffle,154,1007,2013-10-01
Säter,48,442,2013-10-01
Sävsjö,68,623,2013-10-01
Söderhamn,278,1097,2013-10-01
Söderköping,76,536,2013-10-01
Södertälje,1554,1721,2013-10-01
Sölvesborg,130,774,2013-10-01
Tanum,93,757,2013-10-01
Tibro,100,933,2013-10-01
Tidaholm,120,955,2013-10-01
Tierp,138,685,2013-10-01
Timrå,138,765,2013-10-01
Tingsryd,107,881,2013-10-01
Tjörn,69,460,2013-10-01
Tomelilla,114,883,2013-10-01
Torsby,98,809,2013-10-01
Torsås,46,670,2013-10-01
Tranemo,73,632,2013-10-01
Tranås,149,820,2013-10-01
Trelleborg,467,1093,2013-10-01
Trollhättan,639,1138,2013-10-01
Trosa,92,793,2013-10-01
Tyresö,468,1063,2013-10-01
Täby,913,1387,2013-10-01
Töreboda,74,822,2013-10-01
Uddevalla,545,1033,2013-10-01
Ulricehamn,192,831,2013-10-01
Umeå,912,774,2013-10-01
Upplands Väsby,494,1202,2013-10-01
Upplands-Bro,302,1231,2013-10-01
Uppsala,2072,1016,2013-10-01
Uppvidinge,49,528,2013-10-01
Vadstena,33,448,2013-10-01
Vaggeryd,93,706,2013-10-01
Valdemarsvik,47,619,2013-10-01
Vallentuna,208,662,2013-10-01
Vansbro,50,740,2013-10-01
Vara,82,526,2013-10-01
Varberg,470,789,2013-10-01
Vaxholm,62,556,2013-10-01
Vellinge,169,501,2013-10-01
Vetlanda,189,717,2013-10-01
Vilhelmina,43,622,2013-10-01
Vimmerby,119,775,2013-10-01
Vindeln,24,448,2013-10-01
Vingåker,99,1124,2013-10-01
Vårgårda,81,733,2013-10-01
Vänersborg,296,796,2013-10-01
Vännäs,51,596,2013-10-01
Värmdö,354,894,2013-10-01
Värnamo,291,880,2013-10-01
Västervik,260,725,2013-10-01
Västerås,1663,1177,2013-10-01
Växjö,727,852,2013-10-01
Ydre,10,277,2013-10-01
Ystad,284,993,2013-10-01
Åmål,73,597,2013-10-01
Ånge,78,813,2013-10-01
Åre,49,471,2013-10-01
Årjäng,50,505,2013-10-01
Åsele,15,514,2013-10-01
Åstorp,156,1049,2013-10-01
Åtvidaberg,74,646,2013-10-01
Älmhult,92,584,2013-10-01
Älvdalen,44,618,2013-10-01
Älvkarleby,52,572,2013-10-01
Älvsbyn,58,709,2013-10-01
Ängelholm,307,771,2013-10-01
Öckerö,45,358,2013-10-01
Ödeshög,106,2044,2013-10-01
Örebro,1945,1392,2013-10-01
Örkelljunga,106,1098,2013-10-01
Örnsköldsvik,315,573,2013-10-01
Östersund,514,861,2013-10-01
Österåker,411,1018,2013-10-01
Östhammar,115,540,2013-10-01
Östra Göinge,139,1018,2013-10-01
Överkalix,27,779,2013-10-01
Övertorneå,24,506,2013-10-01
Ale,229,811,2014-10-01
Alingsås,354,910,2014-10-01
Alvesta,132,681,2014-10-01
Aneby,31,484,2014-10-01
Arboga,145,1069,2014-10-01
Arjeplog,19,645,2014-10-01
Arvidsjaur,42,648,2014-10-01
Arvika,268,1039,2014-10-01
Askersund,128,1152,2014-10-01
Avesta,171,784,2014-10-01
Bengtsfors,64,670,2014-10-01
Berg,30,422,2014-10-01
Bjurholm,14,573,2014-10-01
Bjuv,244,1643,2014-10-01
Boden,173,621,2014-10-01
Bollebygd,58,674,2014-10-01
Bollnäs,323,1230,2014-10-01
Borgholm,57,535,2014-10-01
Borlänge,535,1062,2014-10-01
Borås,1156,1085,2014-10-01
Botkyrka,1310,1485,2014-10-01
Boxholm,42,792,2014-10-01
Bromölla,98,792,2014-10-01
Bräcke,26,399,2014-10-01
Burlöv,253,1474,2014-10-01
Båstad,141,983,2014-10-01
Dals-Ed,39,821,2014-10-01
Danderyd,379,1175,2014-10-01
Degerfors,75,788,2014-10-01
Dorotea,10,363,2014-10-01
Eda,105,1244,2014-10-01
Ekerö,140,528,2014-10-01
Eksjö,202,1222,2014-10-01
Emmaboda,140,1558,2014-10-01
Enköping,449,1098,2014-10-01
Eskilstuna,1431,1426,2014-10-01
Eslöv,304,949,2014-10-01
Essunga,33,598,2014-10-01
Fagersta,153,1177,2014-10-01
Falkenberg,401,951,2014-10-01
Falköping,243,757,2014-10-01
Falun,403,709,2014-10-01
Filipstad,106,1001,2014-10-01
Finspång,165,785,2014-10-01
Flen,171,1056,2014-10-01
Forshaga,54,476,2014-10-01
Färgelanda,43,660,2014-10-01
Gagnef,67,668,2014-10-01
Gislaved,244,849,2014-10-01
Gnesta,60,574,2014-10-01
Gnosjö,52,550,2014-10-01
Gotland,691,1208,2014-10-01
Grums,67,749,2014-10-01
Grästorp,38,674,2014-10-01
Gullspång,79,1516,2014-10-01
Gällivare,144,788,2014-10-01
Gävle,1378,1409,2014-10-01
Göteborg,8237,1533,2014-10-01
Götene,70,536,2014-10-01
Habo,59,534,2014-10-01
Hagfors,86,717,2014-10-01
Hallsberg,149,974,2014-10-01
Hallstahammar,115,739,2014-10-01
Halmstad,1039,1096,2014-10-01
Hammarö,60,395,2014-10-01
Haninge,928,1136,2014-10-01
Haparanda,98,997,2014-10-01
Heby,102,757,2014-10-01
Heby,0,0,2014-10-01
Hedemora,123,817,2014-10-01
Helsingborg,2444,1822,2014-10-01
Herrljunga,58,622,2014-10-01
Hjo,67,757,2014-10-01
Hofors,48,507,2014-10-01
Huddinge,1432,1385,2014-10-01
Hudiksvall,346,938,2014-10-01
Hultsfred,103,753,2014-10-01
Hylte,116,1144,2014-10-01
Håbo,187,935,2014-10-01
Hällefors,78,1121,2014-10-01
Härjedalen,61,595,2014-10-01
Härnösand,332,1348,2014-10-01
Härryda,256,711,2014-10-01
Hässleholm,542,1075,2014-10-01
Höganäs,230,913,2014-10-01
Högsby,52,904,2014-10-01
Hörby,134,898,2014-10-01
Höör,178,1134,2014-10-01
Jokkmokk,32,630,2014-10-01
Järfälla,792,1132,2014-10-01
Jönköping,1239,942,2014-10-01
Kalix,118,722,2014-10-01
Kalmar,602,937,2014-10-01
Karlsborg,43,635,2014-10-01
Karlshamn,199,633,2014-10-01
Karlskoga,378,1265,2014-10-01
Karlskrona,451,703,2014-10-01
Karlstad,921,1046,2014-10-01
Katrineholm,397,1199,2014-10-01
Kil,77,650,2014-10-01
Kinda,54,551,2014-10-01
Kiruna,146,629,2014-10-01
Klippan,188,1124,2014-10-01
Knivsta,138,871,2014-10-01
Kramfors,212,1150,2014-10-01
Kristianstad,898,1103,2014-10-01
Kristinehamn,295,1228,2014-10-01
Krokom,52,355,2014-10-01
Kumla,196,935,2014-10-01
Kungsbacka,509,654,2014-10-01
Kungsör,60,730,2014-10-01
Kungälv,424,1004,2014-10-01
Kävlinge,210,707,2014-10-01
Köping,241,952,2014-10-01
Laholm,203,858,2014-10-01
Landskrona,563,1300,2014-10-01
Laxå,71,1263,2014-10-01
Lekeberg,37,505,2014-10-01
Leksand,71,467,2014-10-01
Lerum,257,650,2014-10-01
Lessebo,39,478,2014-10-01
Lidingö,291,642,2014-10-01
Lidköping,349,904,2014-10-01
Lilla Edet,113,874,2014-10-01
Lindesberg,168,723,2014-10-01
Linköping,1442,955,2014-10-01
Ljungby,203,741,2014-10-01
Ljusdal,183,966,2014-10-01
Ljusnarsberg,47,960,2014-10-01
Lomma,163,717,2014-10-01
Ludvika,257,993,2014-10-01
Luleå,675,892,2014-10-01
Lund,1291,1121,2014-10-01
Lycksele,89,727,2014-10-01
Lysekil,158,1102,2014-10-01
Malmö,5132,1626,2014-10-01
Malung-Sälen,34,339,2014-10-01
Malå,16,510,2014-10-01
Mariestad,198,829,2014-10-01
Mark,214,633,2014-10-01
Markaryd,127,1332,2014-10-01
Mellerud,66,740,2014-10-01
Mjölby,249,944,2014-10-01
Mora,125,625,2014-10-01
Motala,348,821,2014-10-01
Mullsjö,38,537,2014-10-01
Munkedal,51,499,2014-10-01
Munkfors,19,520,2014-10-01
Mölndal,609,975,2014-10-01
Mönsterås,73,561,2014-10-01
Mörbylånga,43,298,2014-10-01
Nacka,1055,1107,2014-10-01
Nora,55,530,2014-10-01
Norberg,85,1501,2014-10-01
Nordanstig,50,527,2014-10-01
Nordmaling,38,539,2014-10-01
Norrköping,1480,1100,2014-10-01
Norrtälje,561,981,2014-10-01
Norsjö,29,694,2014-10-01
Nybro,160,816,2014-10-01
Nykvarn,58,600,2014-10-01
Nyköping,667,1252,2014-10-01
Nynäshamn,293,1088,2014-10-01
Nässjö,284,956,2014-10-01
Ockelbo,30,519,2014-10-01
Olofström,97,748,2014-10-01
Orsa,68,996,2014-10-01
Orust,158,1050,2014-10-01
Osby,99,775,2014-10-01
Oskarshamn,146,556,2014-10-01
Ovanåker,99,869,2014-10-01
Oxelösund,124,1080,2014-10-01
Pajala,27,429,2014-10-01
Partille,359,988,2014-10-01
Perstorp,68,950,2014-10-01
Piteå,294,710,2014-10-01
Ragunda,36,661,2014-10-01
Robertsfors,46,683,2014-10-01
Ronneby,240,856,2014-10-01
Rättvik,98,911,2014-10-01
Sala,257,1176,2014-10-01
Salem,164,1021,2014-10-01
Sandviken,374,996,2014-10-01
Sigtuna,591,1352,2014-10-01
Simrishamn,130,687,2014-10-01
Sjöbo,136,739,2014-10-01
Skara,219,1173,2014-10-01
Skellefteå,627,871,2014-10-01
Skinnskatteberg,64,1447,2014-10-01
Skurup,119,788,2014-10-01
Skövde,559,1055,2014-10-01
Smedjebacken,77,720,2014-10-01
Sollefteå,206,1046,2014-10-01
Sollentuna,756,1100,2014-10-01
Solna,1085,1478,2014-10-01
Sorsele,13,504,2014-10-01
Sotenäs,70,784,2014-10-01
Staffanstorp,209,915,2014-10-01
Stenungsund,291,1159,2014-10-01
Stockholm,20719,2290,2014-10-01
Storfors,33,801,2014-10-01
Storuman,31,521,2014-10-01
Strängnäs,369,1097,2014-10-01
Strömstad,109,866,2014-10-01
Strömsund,72,604,2014-10-01
Sundbyberg,722,1665,2014-10-01
Sundsvall,989,1018,2014-10-01
Sunne,107,820,2014-10-01
Surahammar,115,1164,2014-10-01
Svalöv,147,1097,2014-10-01
Svedala,134,665,2014-10-01
Svenljunga,91,881,2014-10-01
Säffle,116,758,2014-10-01
Säter,56,515,2014-10-01
Sävsjö,68,616,2014-10-01
Söderhamn,379,1489,2014-10-01
Söderköping,83,583,2014-10-01
Södertälje,1414,1543,2014-10-01
Sölvesborg,113,669,2014-10-01
Tanum,125,1014,2014-10-01
Tibro,91,842,2014-10-01
Tidaholm,108,858,2014-10-01
Tierp,190,941,2014-10-01
Timrå,180,998,2014-10-01
Tingsryd,66,542,2014-10-01
Tjörn,125,828,2014-10-01
Tomelilla,132,1019,2014-10-01
Torsby,94,783,2014-10-01
Torsås,35,507,2014-10-01
Tranemo,67,578,2014-10-01
Tranås,144,787,2014-10-01
Trelleborg,376,876,2014-10-01
Trollhättan,664,1170,2014-10-01
Trosa,84,714,2014-10-01
Tyresö,455,1015,2014-10-01
Täby,596,892,2014-10-01
Töreboda,135,1495,2014-10-01
Uddevalla,616,1156,2014-10-01
Ulricehamn,148,637,2014-10-01
Umeå,907,762,2014-10-01
Upplands Väsby,449,1078,2014-10-01
Upplands-Bro,272,1088,2014-10-01
Uppsala,2142,1038,2014-10-01
Uppvidinge,53,573,2014-10-01
Vadstena,32,433,2014-10-01
Vaggeryd,111,840,2014-10-01
Valdemarsvik,38,499,2014-10-01
Vallentuna,299,940,2014-10-01
Vansbro,41,611,2014-10-01
Vara,147,942,2014-10-01
Varberg,352,585,2014-10-01
Vaxholm,66,586,2014-10-01
Vellinge,164,483,2014-10-01
Vetlanda,139,524,2014-10-01
Vilhelmina,35,510,2014-10-01
Vimmerby,86,562,2014-10-01
Vindeln,39,727,2014-10-01
Vingåker,97,1093,2014-10-01
Vårgårda,106,957,2014-10-01
Vänersborg,443,1177,2014-10-01
Vännäs,61,709,2014-10-01
Värmdö,332,827,2014-10-01
Värnamo,192,578,2014-10-01
Västervik,225,627,2014-10-01
Västerås,1681,1176,2014-10-01
Växjö,841,973,2014-10-01
Ydre,18,495,2014-10-01
Ystad,312,1087,2014-10-01
Åmål,169,1377,2014-10-01
Ånge,70,736,2014-10-01
Åre,61,582,2014-10-01
Årjäng,65,658,2014-10-01
Åsele,13,455,2014-10-01
Åstorp,223,1487,2014-10-01
Åtvidaberg,59,515,2014-10-01
Älmhult,108,682,2014-10-01
Älvdalen,31,438,2014-10-01
Älvkarleby,61,667,2014-10-01
Älvsbyn,75,918,2014-10-01
Ängelholm,319,797,2014-10-01
Öckerö,43,341,2014-10-01
Ödeshög,26,499,2014-10-01
Örebro,1970,1391,2014-10-01
Örkelljunga,105,1083,2014-10-01
Örnsköldsvik,337,611,2014-10-01
Östersund,544,903,2014-10-01
Österåker,407,997,2014-10-01
Östhammar,90,421,2014-10-01
Östra Göinge,115,835,2014-10-01
Överkalix,12,351,2014-10-01
Övertorneå,28,594,2014-10-01
Ale,183,639,2015-10-01
Alingsås,443,1125,2015-10-01
Alvesta,121,619,2015-10-01
Aneby,42,648,2015-10-01
Arboga,95,691,2015-10-01
Arjeplog,23,794,2015-10-01
Arvidsjaur,30,463,2015-10-01
Arvika,255,988,2015-10-01
Askersund,107,961,2015-10-01
Avesta,177,790,2015-10-01
Bengtsfors,60,626,2015-10-01
Berg,44,624,2015-10-01
Bjurholm,15,612,2015-10-01
Bjuv,159,1065,2015-10-01
Boden,258,925,2015-10-01
Bollebygd,69,791,2015-10-01
Bollnäs,165,623,2015-10-01
Borgholm,86,805,2015-10-01
Borlänge,583,1146,2015-10-01
Borås,1196,1110,2015-10-01
Botkyrka,1157,1298,2015-10-01
Boxholm,43,808,2015-10-01
Bromölla,89,714,2015-10-01
Bräcke,28,434,2015-10-01
Burlöv,232,1339,2015-10-01
Båstad,103,715,2015-10-01
Dals-Ed,33,690,2015-10-01
Danderyd,319,986,2015-10-01
Degerfors,78,818,2015-10-01
Dorotea,20,728,2015-10-01
Eda,118,1392,2015-10-01
Ekerö,133,496,2015-10-01
Eksjö,176,1054,2015-10-01
Emmaboda,118,1304,2015-10-01
Enköping,471,1134,2015-10-01
Eskilstuna,1444,1423,2015-10-01
Eslöv,445,1377,2015-10-01
Essunga,49,881,2015-10-01
Fagersta,146,1105,2015-10-01
Falkenberg,547,1281,2015-10-01
Falköping,235,726,2015-10-01
Falun,433,760,2015-10-01
Filipstad,132,1243,2015-10-01
Finspång,191,902,2015-10-01
Flen,155,949,2015-10-01
Forshaga,61,536,2015-10-01
Färgelanda,35,539,2015-10-01
Gagnef,49,487,2015-10-01
Gislaved,239,824,2015-10-01
Gnesta,95,898,2015-10-01
Gnosjö,51,536,2015-10-01
Gotland,487,850,2015-10-01
Grums,167,1866,2015-10-01
Grästorp,32,568,2015-10-01
Gullspång,41,783,2015-10-01
Gällivare,142,781,2015-10-01
Gävle,1028,1043,2015-10-01
Göteborg,8683,1594,2015-10-01
Götene,70,534,2015-10-01
Habo,43,384,2015-10-01
Hagfors,66,556,2015-10-01
Hallsberg,135,876,2015-10-01
Hallstahammar,135,864,2015-10-01
Halmstad,1001,1040,2015-10-01
Hammarö,62,404,2015-10-01
Haninge,1105,1329,2015-10-01
Haparanda,93,949,2015-10-01
Heby,167,1233,2015-10-01
Heby,0,0,2015-10-01
Hedemora,139,917,2015-10-01
Helsingborg,1936,1417,2015-10-01
Herrljunga,69,737,2015-10-01
Hjo,51,571,2015-10-01
Hofors,66,700,2015-10-01
Huddinge,1384,1321,2015-10-01
Hudiksvall,363,982,2015-10-01
Hultsfred,120,868,2015-10-01
Hylte,108,1039,2015-10-01
Håbo,210,1042,2015-10-01
Hällefors,67,959,2015-10-01
Härjedalen,87,849,2015-10-01
Härnösand,226,907,2015-10-01
Härryda,326,894,2015-10-01
Hässleholm,404,795,2015-10-01
Höganäs,179,703,2015-10-01
Högsby,56,962,2015-10-01
Hörby,171,1142,2015-10-01
Höör,144,907,2015-10-01
Jokkmokk,33,650,2015-10-01
Järfälla,933,1304,2015-10-01
Jönköping,1394,1050,2015-10-01
Kalix,123,756,2015-10-01
Kalmar,673,1032,2015-10-01
Karlsborg,41,605,2015-10-01
Karlshamn,263,829,2015-10-01
Karlskoga,359,1190,2015-10-01
Karlskrona,468,722,2015-10-01
Karlstad,810,912,2015-10-01
Katrineholm,413,1238,2015-10-01
Kil,111,937,2015-10-01
Kinda,48,490,2015-10-01
Kiruna,135,582,2015-10-01
Klippan,197,1171,2015-10-01
Knivsta,87,528,2015-10-01
Kramfors,197,1071,2015-10-01
Kristianstad,890,1083,2015-10-01
Kristinehamn,211,872,2015-10-01
Krokom,59,401,2015-10-01
Kumla,209,991,2015-10-01
Kungsbacka,530,674,2015-10-01
Kungsör,53,638,2015-10-01
Kungälv,384,903,2015-10-01
Kävlinge,202,674,2015-10-01
Köping,189,742,2015-10-01
Laholm,227,946,2015-10-01
Landskrona,648,1481,2015-10-01
Laxå,64,1131,2015-10-01
Lekeberg,45,606,2015-10-01
Leksand,66,432,2015-10-01
Lerum,392,981,2015-10-01
Lessebo,75,894,2015-10-01
Lidingö,305,665,2015-10-01
Lidköping,362,931,2015-10-01
Lilla Edet,129,984,2015-10-01
Lindesberg,204,871,2015-10-01
Linköping,1316,863,2015-10-01
Ljungby,245,888,2015-10-01
Ljusdal,143,753,2015-10-01
Ljusnarsberg,39,793,2015-10-01
Lomma,139,601,2015-10-01
Ludvika,288,1099,2015-10-01
Luleå,715,940,2015-10-01
Lund,1301,1118,2015-10-01
Lycksele,116,951,2015-10-01
Lysekil,93,647,2015-10-01
Malmö,5326,1663,2015-10-01
Malung-Sälen,56,560,2015-10-01
Malå,18,578,2015-10-01
Mariestad,221,922,2015-10-01
Mark,270,797,2015-10-01
Markaryd,65,673,2015-10-01
Mellerud,61,674,2015-10-01
Mjölby,159,600,2015-10-01
Mora,162,808,2015-10-01
Motala,328,768,2015-10-01
Mullsjö,54,757,2015-10-01
Munkedal,111,1086,2015-10-01
Munkfors,18,492,2015-10-01
Mölndal,565,895,2015-10-01
Mönsterås,61,466,2015-10-01
Mörbylånga,43,295,2015-10-01
Nacka,1109,1142,2015-10-01
Nora,57,547,2015-10-01
Norberg,87,1510,2015-10-01
Nordanstig,53,558,2015-10-01
Nordmaling,89,1258,2015-10-01
Norrköping,1569,1152,2015-10-01
Norrtälje,566,974,2015-10-01
Norsjö,75,1795,2015-10-01
Nybro,199,1008,2015-10-01
Nykvarn,62,620,2015-10-01
Nyköping,731,1357,2015-10-01
Nynäshamn,280,1027,2015-10-01
Nässjö,330,1093,2015-10-01
Ockelbo,52,895,2015-10-01
Olofström,115,878,2015-10-01
Orsa,56,826,2015-10-01
Orust,87,579,2015-10-01
Osby,94,729,2015-10-01
Oskarshamn,129,489,2015-10-01
Ovanåker,58,507,2015-10-01
Oxelösund,103,886,2015-10-01
Pajala,31,496,2015-10-01
Partille,270,735,2015-10-01
Perstorp,86,1196,2015-10-01
Piteå,262,631,2015-10-01
Ragunda,47,868,2015-10-01
Robertsfors,38,563,2015-10-01
Ronneby,240,843,2015-10-01
Rättvik,71,660,2015-10-01
Sala,270,1226,2015-10-01
Salem,147,903,2015-10-01
Sandviken,368,967,2015-10-01
Sigtuna,633,1425,2015-10-01
Simrishamn,133,701,2015-10-01
Sjöbo,156,845,2015-10-01
Skara,172,918,2015-10-01
Skellefteå,616,855,2015-10-01
Skinnskatteberg,40,898,2015-10-01
Skurup,111,732,2015-10-01
Skövde,470,881,2015-10-01
Smedjebacken,55,512,2015-10-01
Sollefteå,212,1072,2015-10-01
Sollentuna,741,1062,2015-10-01
Solna,1043,1389,2015-10-01
Sorsele,13,512,2015-10-01
Sotenäs,83,925,2015-10-01
Staffanstorp,198,859,2015-10-01
Stenungsund,207,815,2015-10-01
Stockholm,16997,1852,2015-10-01
Storfors,26,639,2015-10-01
Storuman,40,672,2015-10-01
Strängnäs,314,924,2015-10-01
Strömstad,120,939,2015-10-01
Strömsund,89,755,2015-10-01
Sundbyberg,686,1521,2015-10-01
Sundsvall,940,964,2015-10-01
Sunne,75,570,2015-10-01
Surahammar,73,734,2015-10-01
Svalöv,144,1062,2015-10-01
Svedala,185,909,2015-10-01
Svenljunga,93,891,2015-10-01
Säffle,103,671,2015-10-01
Säter,108,987,2015-10-01
Sävsjö,80,717,2015-10-01
Söderhamn,220,859,2015-10-01
Söderköping,89,624,2015-10-01
Södertälje,1348,1454,2015-10-01
Sölvesborg,180,1055,2015-10-01
Tanum,95,766,2015-10-01
Tibro,94,861,2015-10-01
Tidaholm,231,1827,2015-10-01
Tierp,167,819,2015-10-01
Timrå,123,683,2015-10-01
Tingsryd,82,671,2015-10-01
Tjörn,72,473,2015-10-01
Tomelilla,164,1255,2015-10-01
Torsby,66,552,2015-10-01
Torsås,43,620,2015-10-01
Tranemo,66,568,2015-10-01
Tranås,167,904,2015-10-01
Trelleborg,472,1093,2015-10-01
Trollhättan,513,900,2015-10-01
Trosa,80,668,2015-10-01
Tyresö,422,922,2015-10-01
Täby,547,807,2015-10-01
Töreboda,117,1274,2015-10-01
Uddevalla,649,1205,2015-10-01
Ulricehamn,321,1374,2015-10-01
Umeå,905,753,2015-10-01
Upplands Väsby,479,1134,2015-10-01
Upplands-Bro,296,1159,2015-10-01
Uppsala,2134,1022,2015-10-01
Uppvidinge,49,529,2015-10-01
Vadstena,75,1014,2015-10-01
Vaggeryd,142,1068,2015-10-01
Valdemarsvik,41,532,2015-10-01
Vallentuna,211,656,2015-10-01
Vansbro,38,567,2015-10-01
Vara,132,845,2015-10-01
Varberg,471,776,2015-10-01
Vaxholm,63,555,2015-10-01
Vellinge,148,430,2015-10-01
Vetlanda,193,721,2015-10-01
Vilhelmina,61,892,2015-10-01
Vimmerby,64,417,2015-10-01
Vindeln,39,725,2015-10-01
Vingåker,91,1018,2015-10-01
Vårgårda,112,1007,2015-10-01
Vänersborg,313,821,2015-10-01
Vännäs,23,267,2015-10-01
Värmdö,424,1039,2015-10-01
Värnamo,326,976,2015-10-01
Västervik,293,814,2015-10-01
Västerås,1752,1213,2015-10-01
Växjö,748,854,2015-10-01
Ydre,16,437,2015-10-01
Ystad,256,886,2015-10-01
Åmål,71,570,2015-10-01
Ånge,97,1022,2015-10-01
Åre,85,801,2015-10-01
Årjäng,81,823,2015-10-01
Åsele,22,776,2015-10-01
Åstorp,201,1329,2015-10-01
Åtvidaberg,53,461,2015-10-01
Älmhult,141,879,2015-10-01
Älvdalen,39,554,2015-10-01
Älvkarleby,62,672,2015-10-01
Älvsbyn,52,636,2015-10-01
Ängelholm,351,867,2015-10-01
Öckerö,39,308,2015-10-01
Ödeshög,28,535,2015-10-01
Örebro,1994,1390,2015-10-01
Örkelljunga,113,1155,2015-10-01
Örnsköldsvik,468,845,2015-10-01
Östersund,753,1239,2015-10-01
Österåker,341,819,2015-10-01
Östhammar,115,536,2015-10-01
Östra Göinge,123,880,2015-10-01
Överkalix,31,911,2015-10-01
Övertorneå,34,730,2015-10-01
Ale,207,717,2016-10-01
Alingsås,344,869,2016-10-01
Alvesta,111,567,2016-10-01
Aneby,52,795,2016-10-01
Arboga,84,606,2016-10-01
Arjeplog,20,693,2016-10-01
Arvidsjaur,66,1020,2016-10-01
Arvika,230,890,2016-10-01
Askersund,105,942,2016-10-01
Avesta,198,869,2016-10-01
Bengtsfors,66,686,2016-10-01
Berg,23,327,2016-10-01
Bjurholm,14,571,2016-10-01
Bjuv,150,1003,2016-10-01
Boden,224,802,2016-10-01
Bollebygd,61,693,2016-10-01
Bollnäs,198,745,2016-10-01
Borgholm,68,637,2016-10-01
Borlänge,561,1100,2016-10-01
Borås,1222,1126,2016-10-01
Botkyrka,1222,1367,2016-10-01
Boxholm,36,676,2016-10-01
Bromölla,74,591,2016-10-01
Bräcke,21,325,2016-10-01
Burlöv,194,1113,2016-10-01
Båstad,134,932,2016-10-01
Dals-Ed,41,854,2016-10-01
Danderyd,458,1413,2016-10-01
Degerfors,78,817,2016-10-01
Dorotea,15,547,2016-10-01
Eda,72,847,2016-10-01
Ekerö,202,749,2016-10-01
Eksjö,172,1024,2016-10-01
Emmaboda,85,935,2016-10-01
Enköping,422,1007,2016-10-01
Eskilstuna,1293,1267,2016-10-01
Eslöv,240,740,2016-10-01
Essunga,37,662,2016-10-01
Fagersta,138,1039,2016-10-01
Falkenberg,385,896,2016-10-01
Falköping,209,643,2016-10-01
Falun,456,799,2016-10-01
Filipstad,108,1016,2016-10-01
Finspång,188,887,2016-10-01
Flen,167,1016,2016-10-01
Forshaga,52,457,2016-10-01
Färgelanda,46,708,2016-10-01
Gagnef,51,506,2016-10-01
Gislaved,266,909,2016-10-01
Gnesta,71,667,2016-10-01
Gnosjö,54,568,2016-10-01
Gotland,480,836,2016-10-01
Grums,120,1342,2016-10-01
Grästorp,34,602,2016-10-01
Gullspång,53,1014,2016-10-01
Gällivare,166,916,2016-10-01
Gävle,1102,1115,2016-10-01
Göteborg,9026,1647,2016-10-01
Götene,102,775,2016-10-01
Habo,44,389,2016-10-01
Hagfors,226,1911,2016-10-01
Hallsberg,180,1161,2016-10-01
Hallstahammar,139,888,2016-10-01
Halmstad,1126,1161,2016-10-01
Hammarö,70,454,2016-10-01
Haninge,1084,1293,2016-10-01
Haparanda,114,1160,2016-10-01
Heby,103,758,2016-10-01
Heby,0,0,2016-10-01
Hedemora,116,761,2016-10-01
Helsingborg,1865,1352,2016-10-01
Herrljunga,93,995,2016-10-01
Hjo,43,479,2016-10-01
Hofors,43,456,2016-10-01
Huddinge,1310,1244,2016-10-01
Hudiksvall,379,1025,2016-10-01
Hultsfred,120,862,2016-10-01
Hylte,110,1046,2016-10-01
Håbo,174,858,2016-10-01
Hällefors,76,1081,2016-10-01
Härjedalen,75,731,2016-10-01
Härnösand,319,1273,2016-10-01
Härryda,286,780,2016-10-01
Hässleholm,363,711,2016-10-01
Höganäs,169,660,2016-10-01
Högsby,52,888,2016-10-01
Hörby,172,1145,2016-10-01
Höör,112,701,2016-10-01
Jokkmokk,48,946,2016-10-01
Järfälla,887,1225,2016-10-01
Jönköping,1368,1026,2016-10-01
Kalix,120,739,2016-10-01
Kalmar,518,788,2016-10-01
Karlsborg,27,399,2016-10-01
Karlshamn,294,923,2016-10-01
Karlskoga,268,885,2016-10-01
Karlskrona,507,775,2016-10-01
Karlstad,874,979,2016-10-01
Katrineholm,381,1139,2016-10-01
Kil,75,635,2016-10-01
Kinda,68,694,2016-10-01
Kiruna,233,1005,2016-10-01
Klippan,155,916,2016-10-01
Knivsta,99,587,2016-10-01
Kramfors,212,1155,2016-10-01
Kristianstad,787,954,2016-10-01
Kristinehamn,293,1207,2016-10-01
Krokom,76,514,2016-10-01
Kumla,168,794,2016-10-01
Kungsbacka,532,672,2016-10-01
Kungsör,68,815,2016-10-01
Kungälv,367,859,2016-10-01
Kävlinge,204,678,2016-10-01
Köping,244,955,2016-10-01
Laholm,193,798,2016-10-01
Landskrona,604,1374,2016-10-01
Laxå,54,955,2016-10-01
Lekeberg,15,200,2016-10-01
Leksand,72,470,2016-10-01
Lerum,383,953,2016-10-01
Lessebo,65,763,2016-10-01
Lidingö,364,786,2016-10-01
Lidköping,307,787,2016-10-01
Lilla Edet,138,1047,2016-10-01
Lindesberg,174,738,2016-10-01
Linköping,1435,938,2016-10-01
Ljungby,164,593,2016-10-01
Ljusdal,163,857,2016-10-01
Ljusnarsberg,53,1075,2016-10-01
Lomma,138,592,2016-10-01
Ludvika,426,1616,2016-10-01
Luleå,755,992,2016-10-01
