region,count,per100k,date
Örebro,1705,1182,2016-02-01
Örkelljunga,117,1190,2016-02-01
Örnsköldsvik,257,462,2016-02-01
Östersund,542,888,2016-02-01
Österåker,297,705,2016-02-01
Östhammar,107,496,2016-02-01
Östra Göinge,94,667,2016-02-01
Överkalix,27,795,2016-02-01
Övertorneå,38,826,2016-02-01
Ale,190,680,2013-01-01
Alingsås,263,683,2013-01-01
Alvesta,127,663,2013-01-01
Aneby,36,563,2013-01-01
Arboga,132,983,2013-01-01
Arjeplog,9,298,2013-01-01
Arvidsjaur,25,386,2013-01-01
Arvika,222,860,2013-01-01
Askersund,138,1248,2013-01-01
Avesta,195,906,2013-01-01
Bengtsfors,45,470,2013-01-01
Berg,54,751,2013-01-01
Bjurholm,6,247,2013-01-01
Bjuv,166,1119,2013-01-01
Boden,206,743,2013-01-01
Bollebygd,51,598,2013-01-01
Bollnäs,172,658,2013-01-01
Borgholm,49,458,2013-01-01
Borlänge,418,840,2013-01-01
Borås,927,879,2013-01-01
Botkyrka,1068,1229,2013-01-01
Boxholm,14,267,2013-01-01
Bromölla,79,643,2013-01-01
Bräcke,33,499,2013-01-01
Burlöv,232,1360,2013-01-01
Båstad,113,792,2013-01-01
Dals-Ed,45,957,2013-01-01
Danderyd,220,686,2013-01-01
Degerfors,96,1012,2013-01-01
Dorotea,7,252,2013-01-01
Eda,65,768,2013-01-01
Ekerö,148,564,2013-01-01
Eksjö,108,658,2013-01-01
Emmaboda,70,780,2013-01-01
Enköping,421,1039,2013-01-01
Eskilstuna,1079,1087,2013-01-01
Eslöv,354,1112,2013-01-01
Essunga,44,800,2013-01-01
Fagersta,78,612,2013-01-01
Falkenberg,380,912,2013-01-01
Falköping,228,716,2013-01-01
Falun,338,597,2013-01-01
Filipstad,110,1042,2013-01-01
Finspång,125,600,2013-01-01
Flen,133,827,2013-01-01
Forshaga,74,655,2013-01-01
Färgelanda,40,612,2013-01-01
Gagnef,48,479,2013-01-01
Gislaved,251,874,2013-01-01
Gnesta,63,604,2013-01-01
Gnosjö,59,629,2013-01-01
Gotland,409,715,2013-01-01
Grums,61,683,2013-01-01
Grästorp,36,638,2013-01-01
Gullspång,24,461,2013-01-01
Gällivare,113,617,2013-01-01
Gävle,755,781,2013-01-01
Göteborg,7412,1399,2013-01-01
Götene,50,383,2013-01-01
Habo,102,933,2013-01-01
Hagfors,64,528,2013-01-01
Hallsberg,150,982,2013-01-01
Hallstahammar,155,1004,2013-01-01
Halmstad,873,932,2013-01-01
Hammarö,63,417,2013-01-01
Haninge,704,878,2013-01-01
Haparanda,69,697,2013-01-01
Heby,92,686,2013-01-01
Heby,0,0,2013-01-01
Hedemora,96,638,2013-01-01
Helsingborg,2096,1582,2013-01-01
Herrljunga,48,517,2013-01-01
Hjo,32,363,2013-01-01
Hofors,62,652,2013-01-01
Huddinge,1133,1113,2013-01-01
Hudiksvall,270,733,2013-01-01
Hultsfred,84,618,2013-01-01
Hylte,82,819,2013-01-01
Håbo,178,893,2013-01-01
Hällefors,56,802,2013-01-01
Härjedalen,78,760,2013-01-01
Härnösand,172,703,2013-01-01
Härryda,279,786,2013-01-01
Hässleholm,616,1227,2013-01-01
Höganäs,159,637,2013-01-01
Högsby,34,594,2013-01-01
Hörby,121,810,2013-01-01
Höör,139,892,2013-01-01
Jokkmokk,19,374,2013-01-01
Järfälla,674,981,2013-01-01
Jönköping,918,705,2013-01-01
Kalix,88,535,2013-01-01
Kalmar,470,737,2013-01-01
Karlsborg,29,431,2013-01-01
Karlshamn,261,836,2013-01-01
Karlskoga,307,1034,2013-01-01
Karlskrona,419,657,2013-01-01
Karlstad,667,764,2013-01-01
Katrineholm,446,1362,2013-01-01
Kil,67,568,2013-01-01
Kinda,21,215,2013-01-01
Kiruna,175,758,2013-01-01
Klippan,147,881,2013-01-01
Knivsta,58,376,2013-01-01
Kramfors,173,936,2013-01-01
Kristianstad,927,1148,2013-01-01
Kristinehamn,174,730,2013-01-01
Krokom,48,328,2013-01-01
Kumla,121,581,2013-01-01
Kungsbacka,352,457,2013-01-01
Kungsör,36,444,2013-01-01
Kungälv,253,603,2013-01-01
Kävlinge,395,1338,2013-01-01
Köping,182,727,2013-01-01
Laholm,167,711,2013-01-01
Landskrona,690,1612,2013-01-01
Laxå,40,719,2013-01-01
Lekeberg,25,343,2013-01-01
Leksand,52,343,2013-01-01
Lerum,218,556,2013-01-01
Lessebo,48,597,2013-01-01
Lidingö,548,1223,2013-01-01
Lidköping,230,600,2013-01-01
Lilla Edet,116,913,2013-01-01
Lindesberg,168,728,2013-01-01
Linköping,1204,806,2013-01-01
Ljungby,175,640,2013-01-01
Ljusdal,85,450,2013-01-01
Ljusnarsberg,58,1193,2013-01-01
Lomma,128,572,2013-01-01
Ludvika,204,795,2013-01-01
Luleå,655,872,2013-01-01
Lund,1291,1136,2013-01-01
Lycksele,91,739,2013-01-01
Lysekil,95,661,2013-01-01
Malmö,5747,1852,2013-01-01
Malung-Sälen,189,1868,2013-01-01
Malå,9,283,2013-01-01
Mariestad,179,752,2013-01-01
Mark,197,584,2013-01-01
Markaryd,94,990,2013-01-01
Mellerud,57,639,2013-01-01
Mjölby,158,602,2013-01-01
Mora,138,689,2013-01-01
Motala,230,547,2013-01-01
Mullsjö,48,680,2013-01-01
Munkedal,69,677,2013-01-01
Munkfors,28,767,2013-01-01
Mölndal,461,746,2013-01-01
Mönsterås,62,482,2013-01-01
Mörbylånga,46,321,2013-01-01
Nacka,609,650,2013-01-01
Nora,54,520,2013-01-01
Norberg,49,872,2013-01-01
Nordanstig,35,368,2013-01-01
Nordmaling,25,356,2013-01-01
Norrköping,1338,1006,2013-01-01
Norrtälje,394,694,2013-01-01
Norsjö,13,311,2013-01-01
Nybro,136,698,2013-01-01
Nykvarn,32,337,2013-01-01
Nyköping,494,938,2013-01-01
Nynäshamn,361,1353,2013-01-01
Nässjö,281,954,2013-01-01
Ockelbo,38,653,2013-01-01
Olofström,79,612,2013-01-01
Orsa,41,599,2013-01-01
Orust,77,511,2013-01-01
Osby,107,844,2013-01-01
Oskarshamn,105,401,2013-01-01
Ovanåker,48,422,2013-01-01
Oxelösund,107,945,2013-01-01
Pajala,21,334,2013-01-01
Partille,251,697,2013-01-01
Perstorp,101,1419,2013-01-01
Piteå,213,517,2013-01-01
Ragunda,30,549,2013-01-01
Robertsfors,83,1234,2013-01-01
Ronneby,596,2142,2013-01-01
Rättvik,58,538,2013-01-01
Sala,233,1075,2013-01-01
Salem,129,809,2013-01-01
Sandviken,259,697,2013-01-01
Sigtuna,592,1382,2013-01-01
Simrishamn,124,654,2013-01-01
Sjöbo,178,970,2013-01-01
Skara,139,754,2013-01-01
Skellefteå,402,559,2013-01-01
Skinnskatteberg,48,1091,2013-01-01
Skurup,91,607,2013-01-01
Skövde,306,582,2013-01-01
Smedjebacken,37,347,2013-01-01
Sollefteå,104,528,2013-01-01
Sollentuna,680,1007,2013-01-01
Solna,825,1146,2013-01-01
Sorsele,23,873,2013-01-01
Sotenäs,44,491,2013-01-01
Staffanstorp,192,849,2013-01-01
Stenungsund,131,526,2013-01-01
Stockholm,15141,1702,2013-01-01
Storfors,24,580,2013-01-01
Storuman,55,920,2013-01-01
Strängnäs,305,918,2013-01-01
Strömstad,70,565,2013-01-01
Strömsund,70,580,2013-01-01
Sundbyberg,558,1338,2013-01-01
Sundsvall,902,932,2013-01-01
Sunne,56,429,2013-01-01
Surahammar,45,456,2013-01-01
Svalöv,203,1526,2013-01-01
Svedala,130,649,2013-01-01
Svenljunga,64,623,2013-01-01
Säffle,75,490,2013-01-01
Säter,57,525,2013-01-01
Sävsjö,67,614,2013-01-01
Söderhamn,214,845,2013-01-01
Söderköping,46,325,2013-01-01
Södertälje,1006,1114,2013-01-01
Sölvesborg,205,1220,2013-01-01
Tanum,76,619,2013-01-01
Tibro,60,560,2013-01-01
Tidaholm,63,502,2013-01-01
Tierp,110,546,2013-01-01
Timrå,73,405,2013-01-01
Tingsryd,66,543,2013-01-01
Tjörn,75,500,2013-01-01
Tomelilla,95,736,2013-01-01
Torsby,45,371,2013-01-01
Torsås,38,553,2013-01-01
Tranemo,62,537,2013-01-01
Tranås,146,803,2013-01-01
Trelleborg,398,932,2013-01-01
Trollhättan,466,830,2013-01-01
Trosa,74,638,2013-01-01
Tyresö,375,852,2013-01-01
Täby,416,632,2013-01-01
Töreboda,71,789,2013-01-01
Uddevalla,456,864,2013-01-01
Ulricehamn,162,701,2013-01-01
Umeå,805,683,2013-01-01
Upplands Väsby,379,922,2013-01-01
Upplands-Bro,171,697,2013-01-01
Uppsala,1585,777,2013-01-01
Uppvidinge,43,463,2013-01-01
Vadstena,39,530,2013-01-01
Vaggeryd,68,516,2013-01-01
Valdemarsvik,47,619,2013-01-01
Vallentuna,131,417,2013-01-01
Vansbro,22,326,2013-01-01
Vara,151,969,2013-01-01
Varberg,366,614,2013-01-01
Vaxholm,29,260,2013-01-01
Vellinge,142,421,2013-01-01
Vetlanda,131,497,2013-01-01
Vilhelmina,55,795,2013-01-01
Vimmerby,82,534,2013-01-01
Vindeln,49,916,2013-01-01
Vingåker,82,931,2013-01-01
Vårgårda,86,778,2013-01-01
Vänersborg,250,673,2013-01-01
Vännäs,34,398,2013-01-01
Värmdö,269,680,2013-01-01
Värnamo,231,698,2013-01-01
Västervik,182,507,2013-01-01
Västerås,1277,904,2013-01-01
Växjö,542,635,2013-01-01
Ydre,9,249,2013-01-01
Ystad,205,717,2013-01-01
Åmål,79,646,2013-01-01
Ånge,53,552,2013-01-01
Åre,193,1853,2013-01-01
Årjäng,79,797,2013-01-01
Åsele,14,480,2013-01-01
Åstorp,160,1076,2013-01-01
Åtvidaberg,39,341,2013-01-01
Älmhult,94,597,2013-01-01
Älvdalen,38,534,2013-01-01
Älvkarleby,65,715,2013-01-01
Älvsbyn,49,599,2013-01-01
Ängelholm,375,942,2013-01-01
Öckerö,37,295,2013-01-01
Ödeshög,22,424,2013-01-01
Örebro,1461,1045,2013-01-01
Örkelljunga,103,1067,2013-01-01
Örnsköldsvik,284,516,2013-01-01
Östersund,449,752,2013-01-01
Österåker,302,748,2013-01-01
Östhammar,76,357,2013-01-01
Östra Göinge,341,2498,2013-01-01
Överkalix,29,837,2013-01-01
Övertorneå,13,274,2013-01-01
Ale,218,772,2014-01-01
Alingsås,250,643,2014-01-01
Alvesta,101,521,2014-01-01
Aneby,31,484,2014-01-01
Arboga,124,914,2014-01-01
Arjeplog,22,747,2014-01-01
Arvidsjaur,52,803,2014-01-01
Arvika,195,756,2014-01-01
Askersund,60,540,2014-01-01
Avesta,213,977,2014-01-01
Bengtsfors,62,649,2014-01-01
Berg,26,366,2014-01-01
Bjurholm,16,655,2014-01-01
Bjuv,217,1462,2014-01-01
Boden,167,599,2014-01-01
Bollebygd,49,569,2014-01-01
Bollnäs,142,541,2014-01-01
Borgholm,73,685,2014-01-01
Borlänge,438,870,2014-01-01
Borås,1208,1134,2014-01-01
Botkyrka,1015,1150,2014-01-01
Boxholm,26,491,2014-01-01
Bromölla,78,631,2014-01-01
Bräcke,21,323,2014-01-01
Burlöv,229,1334,2014-01-01
Båstad,58,404,2014-01-01
Dals-Ed,34,715,2014-01-01
Danderyd,252,781,2014-01-01
Degerfors,51,536,2014-01-01
Dorotea,9,326,2014-01-01
Eda,74,877,2014-01-01
Ekerö,122,460,2014-01-01
Eksjö,130,786,2014-01-01
Emmaboda,60,668,2014-01-01
Enköping,451,1102,2014-01-01
Eskilstuna,1142,1138,2014-01-01
Eslöv,280,874,2014-01-01
Essunga,24,435,2014-01-01
Fagersta,119,915,2014-01-01
Falkenberg,298,707,2014-01-01
Falköping,220,686,2014-01-01
Falun,409,720,2014-01-01
Filipstad,91,859,2014-01-01
Finspång,191,908,2014-01-01
Flen,162,1000,2014-01-01
Forshaga,63,556,2014-01-01
Färgelanda,34,522,2014-01-01
Gagnef,26,259,2014-01-01
Gislaved,146,508,2014-01-01
Gnesta,40,382,2014-01-01
Gnosjö,45,476,2014-01-01
Gotland,414,724,2014-01-01
Grums,51,570,2014-01-01
Grästorp,60,1065,2014-01-01
Gullspång,22,422,2014-01-01
Gällivare,91,498,2014-01-01
Gävle,939,960,2014-01-01
Göteborg,7651,1424,2014-01-01
Götene,64,490,2014-01-01
Habo,33,299,2014-01-01
Hagfors,63,525,2014-01-01
Hallsberg,111,726,2014-01-01
Hallstahammar,127,816,2014-01-01
Halmstad,1061,1119,2014-01-01
Hammarö,35,230,2014-01-01
Haninge,767,939,2014-01-01
Haparanda,62,631,2014-01-01
Heby,81,601,2014-01-01
Heby,0,0,2014-01-01
Hedemora,108,717,2014-01-01
Helsingborg,1811,1350,2014-01-01
Herrljunga,60,643,2014-01-01
Hjo,39,441,2014-01-01
Hofors,48,507,2014-01-01
Huddinge,1170,1132,2014-01-01
Hudiksvall,214,580,2014-01-01
Hultsfred,97,709,2014-01-01
Hylte,96,947,2014-01-01
Håbo,163,815,2014-01-01
Hällefors,46,661,2014-01-01
Härjedalen,80,780,2014-01-01
Härnösand,204,828,2014-01-01
Härryda,226,628,2014-01-01
Hässleholm,411,816,2014-01-01
Höganäs,176,699,2014-01-01
Högsby,31,539,2014-01-01
Hörby,138,925,2014-01-01
Höör,133,847,2014-01-01
Jokkmokk,27,532,2014-01-01
Järfälla,749,1071,2014-01-01
Jönköping,1143,869,2014-01-01
Kalix,84,514,2014-01-01
Kalmar,513,798,2014-01-01
Karlsborg,34,502,2014-01-01
Karlshamn,222,706,2014-01-01
Karlskoga,282,943,2014-01-01
Karlskrona,442,689,2014-01-01
Karlstad,774,879,2014-01-01
Katrineholm,315,952,2014-01-01
Kil,45,380,2014-01-01
Kinda,38,388,2014-01-01
Kiruna,128,551,2014-01-01
Klippan,204,1220,2014-01-01
Knivsta,62,391,2014-01-01
Kramfors,160,868,2014-01-01
Kristianstad,790,970,2014-01-01
Kristinehamn,204,849,2014-01-01
Krokom,34,232,2014-01-01
Kumla,186,887,2014-01-01
Kungsbacka,460,591,2014-01-01
Kungsör,71,864,2014-01-01
Kungälv,257,609,2014-01-01
Kävlinge,249,838,2014-01-01
Köping,183,723,2014-01-01
Laholm,180,761,2014-01-01
Landskrona,497,1147,2014-01-01
Laxå,31,551,2014-01-01
Lekeberg,24,328,2014-01-01
Leksand,86,566,2014-01-01
Lerum,216,546,2014-01-01
Lessebo,39,478,2014-01-01
Lidingö,307,677,2014-01-01
Lidköping,211,547,2014-01-01
Lilla Edet,77,596,2014-01-01
Lindesberg,160,689,2014-01-01
Linköping,1125,745,2014-01-01
Ljungby,213,777,2014-01-01
Ljusdal,111,586,2014-01-01
Ljusnarsberg,29,593,2014-01-01
Lomma,122,537,2014-01-01
Ludvika,173,669,2014-01-01
Luleå,579,765,2014-01-01
Lund,1100,955,2014-01-01
Lycksele,70,572,2014-01-01
Lysekil,106,740,2014-01-01
Malmö,4817,1527,2014-01-01
Malung-Sälen,128,1278,2014-01-01
Malå,16,510,2014-01-01
Mariestad,196,820,2014-01-01
Mark,237,701,2014-01-01
Markaryd,70,734,2014-01-01
Mellerud,58,651,2014-01-01
Mjölby,161,611,2014-01-01
Mora,101,505,2014-01-01
Motala,255,602,2014-01-01
Mullsjö,30,424,2014-01-01
Munkedal,50,489,2014-01-01
Munkfors,21,574,2014-01-01
Mölndal,506,810,2014-01-01
Mönsterås,53,408,2014-01-01
Mörbylånga,50,346,2014-01-01
Nacka,1209,1268,2014-01-01
Nora,65,626,2014-01-01
Norberg,20,353,2014-01-01
Nordanstig,34,358,2014-01-01
Nordmaling,21,298,2014-01-01
Norrköping,1610,1197,2014-01-01
Norrtälje,533,932,2014-01-01
Norsjö,14,335,2014-01-01
Nybro,146,745,2014-01-01
Nykvarn,48,496,2014-01-01
Nyköping,602,1130,2014-01-01
Nynäshamn,286,1062,2014-01-01
Nässjö,335,1128,2014-01-01
Ockelbo,22,381,2014-01-01
Olofström,85,656,2014-01-01
Orsa,51,747,2014-01-01
Orust,102,678,2014-01-01
Osby,89,697,2014-01-01
Oskarshamn,110,419,2014-01-01
Ovanåker,23,202,2014-01-01
Oxelösund,109,950,2014-01-01
Pajala,23,365,2014-01-01
Partille,312,859,2014-01-01
Perstorp,82,1146,2014-01-01
Piteå,214,517,2014-01-01
Ragunda,22,404,2014-01-01
Robertsfors,13,193,2014-01-01
Ronneby,202,720,2014-01-01
Rättvik,101,939,2014-01-01
Sala,179,819,2014-01-01
Salem,132,821,2014-01-01
Sandviken,300,799,2014-01-01
Sigtuna,544,1244,2014-01-01
Simrishamn,117,618,2014-01-01
Sjöbo,113,614,2014-01-01
Skara,133,713,2014-01-01
Skellefteå,332,461,2014-01-01
Skinnskatteberg,47,1063,2014-01-01
Skurup,176,1166,2014-01-01
Skövde,352,664,2014-01-01
Smedjebacken,59,551,2014-01-01
Sollefteå,128,650,2014-01-01
Sollentuna,595,866,2014-01-01
Solna,815,1110,2014-01-01
Sorsele,9,349,2014-01-01
Sotenäs,23,258,2014-01-01
Staffanstorp,131,574,2014-01-01
Stenungsund,139,554,2014-01-01
Stockholm,15907,1758,2014-01-01
Storfors,14,340,2014-01-01
Storuman,48,806,2014-01-01
Strängnäs,225,669,2014-01-01
Strömstad,84,667,2014-01-01
Strömsund,47,394,2014-01-01
Sundbyberg,561,1294,2014-01-01
Sundsvall,919,946,2014-01-01
Sunne,75,574,2014-01-01
Surahammar,57,577,2014-01-01
Svalöv,128,956,2014-01-01
Svedala,112,556,2014-01-01
Svenljunga,69,668,2014-01-01
Säffle,94,614,2014-01-01
Säter,67,616,2014-01-01
Sävsjö,107,970,2014-01-01
Söderhamn,143,562,2014-01-01
Söderköping,46,323,2014-01-01
Södertälje,1236,1349,2014-01-01
Sölvesborg,115,681,2014-01-01
Tanum,40,325,2014-01-01
Tibro,56,518,2014-01-01
Tidaholm,84,667,2014-01-01
Tierp,116,574,2014-01-01
Timrå,178,987,2014-01-01
Tingsryd,80,657,2014-01-01
Tjörn,109,722,2014-01-01
Tomelilla,96,741,2014-01-01
Torsby,58,483,2014-01-01
Torsås,39,565,2014-01-01
Tranemo,67,578,2014-01-01
Tranås,134,732,2014-01-01
Trelleborg,372,867,2014-01-01
Trollhättan,564,994,2014-01-01
Trosa,54,459,2014-01-01
Tyresö,297,662,2014-01-01
Täby,620,928,2014-01-01
Töreboda,49,543,2014-01-01
Uddevalla,499,937,2014-01-01
Ulricehamn,142,611,2014-01-01
Umeå,780,656,2014-01-01
Upplands Väsby,579,1391,2014-01-01
Upplands-Bro,250,1000,2014-01-01
Uppsala,1988,964,2014-01-01
Uppvidinge,32,346,2014-01-01
Vadstena,24,325,2014-01-01
Vaggeryd,81,613,2014-01-01
Valdemarsvik,39,512,2014-01-01
Vallentuna,176,554,2014-01-01
Vansbro,27,402,2014-01-01
Vara,136,872,2014-01-01
Varberg,414,688,2014-01-01
Vaxholm,51,453,2014-01-01
Vellinge,150,442,2014-01-01
Vetlanda,121,456,2014-01-01
Vilhelmina,23,335,2014-01-01
Vimmerby,72,471,2014-01-01
Vindeln,11,205,2014-01-01
Vingåker,47,529,2014-01-01
Vårgårda,61,551,2014-01-01
Vänersborg,242,643,2014-01-01
Vännäs,36,419,2014-01-01
Värmdö,240,598,2014-01-01
Värnamo,277,833,2014-01-01
Västervik,229,638,2014-01-01
Västerås,1397,977,2014-01-01
Växjö,622,720,2014-01-01
Ydre,13,357,2014-01-01
Ystad,247,861,2014-01-01
Åmål,80,652,2014-01-01
Ånge,67,704,2014-01-01
Åre,154,1468,2014-01-01
Årjäng,65,658,2014-01-01
Åsele,13,455,2014-01-01
Åstorp,146,974,2014-01-01
Åtvidaberg,46,401,2014-01-01
Älmhult,87,549,2014-01-01
Älvdalen,41,580,2014-01-01
Älvkarleby,44,481,2014-01-01
Älvsbyn,43,526,2014-01-01
Ängelholm,331,827,2014-01-01
Öckerö,33,262,2014-01-01
Ödeshög,33,634,2014-01-01
Örebro,1606,1134,2014-01-01
Örkelljunga,108,1114,2014-01-01
Örnsköldsvik,269,488,2014-01-01
Östersund,419,696,2014-01-01
Österåker,268,656,2014-01-01
Östhammar,102,477,2014-01-01
Östra Göinge,84,610,2014-01-01
Överkalix,10,292,2014-01-01
Övertorneå,31,658,2014-01-01
Ale,221,772,2015-01-01
Alingsås,324,822,2015-01-01
Alvesta,125,640,2015-01-01
Aneby,37,571,2015-01-01
Arboga,85,618,2015-01-01
Arjeplog,19,656,2015-01-01
Arvidsjaur,49,756,2015-01-01
Arvika,232,899,2015-01-01
Askersund,76,683,2015-01-01
Avesta,134,598,2015-01-01
Bengtsfors,63,657,2015-01-01
Berg,26,369,2015-01-01
Bjurholm,24,979,2015-01-01
Bjuv,171,1145,2015-01-01
Boden,187,670,2015-01-01
Bollebygd,55,630,2015-01-01
Bollnäs,224,845,2015-01-01
Borgholm,53,496,2015-01-01
Borlänge,455,895,2015-01-01
Borås,1076,999,2015-01-01
Botkyrka,1049,1176,2015-01-01
Boxholm,15,282,2015-01-01
Bromölla,113,907,2015-01-01
Bräcke,29,449,2015-01-01
Burlöv,200,1155,2015-01-01
Båstad,147,1021,2015-01-01
Dals-Ed,23,481,2015-01-01
Danderyd,298,921,2015-01-01
Degerfors,67,703,2015-01-01
Dorotea,5,182,2015-01-01
Eda,63,743,2015-01-01
Ekerö,113,421,2015-01-01
Eksjö,167,1000,2015-01-01
Emmaboda,77,851,2015-01-01
Enköping,426,1026,2015-01-01
Eskilstuna,1105,1089,2015-01-01
Eslöv,330,1021,2015-01-01
Essunga,59,1060,2015-01-01
Fagersta,123,931,2015-01-01
Falkenberg,364,853,2015-01-01
Falköping,258,798,2015-01-01
Falun,328,576,2015-01-01
Filipstad,107,1008,2015-01-01
Finspång,129,609,2015-01-01
Flen,164,1004,2015-01-01
Forshaga,47,413,2015-01-01
Färgelanda,41,631,2015-01-01
Gagnef,39,388,2015-01-01
Gislaved,175,603,2015-01-01
Gnesta,76,718,2015-01-01
Gnosjö,81,852,2015-01-01
Gotland,482,841,2015-01-01
Grums,67,748,2015-01-01
Grästorp,29,514,2015-01-01
Gullspång,57,1089,2015-01-01
Gällivare,137,754,2015-01-01
Gävle,907,920,2015-01-01
Göteborg,8646,1587,2015-01-01
Götene,84,640,2015-01-01
Habo,39,348,2015-01-01
Hagfors,73,615,2015-01-01
Hallsberg,141,915,2015-01-01
Hallstahammar,80,512,2015-01-01
Halmstad,928,964,2015-01-01
Hammarö,42,274,2015-01-01
Haninge,1039,1250,2015-01-01
Haparanda,77,785,2015-01-01
Heby,89,657,2015-01-01
Heby,0,0,2015-01-01
Hedemora,124,818,2015-01-01
Helsingborg,1891,1384,2015-01-01
Herrljunga,76,812,2015-01-01
Hjo,65,728,2015-01-01
Hofors,59,625,2015-01-01
Huddinge,1276,1218,2015-01-01
Hudiksvall,263,712,2015-01-01
Hultsfred,144,1041,2015-01-01
Hylte,78,750,2015-01-01
Håbo,180,893,2015-01-01
Hällefors,43,616,2015-01-01
Härjedalen,90,879,2015-01-01
Härnösand,237,951,2015-01-01
Härryda,305,836,2015-01-01
Hässleholm,550,1083,2015-01-01
Höganäs,141,554,2015-01-01
Högsby,32,550,2015-01-01
Hörby,138,922,2015-01-01
Höör,130,819,2015-01-01
Jokkmokk,33,650,2015-01-01
Järfälla,722,1009,2015-01-01
Jönköping,1067,804,2015-01-01
Kalix,99,608,2015-01-01
Kalmar,583,894,2015-01-01
Karlsborg,27,399,2015-01-01
Karlshamn,250,788,2015-01-01
Karlskoga,259,859,2015-01-01
Karlskrona,416,641,2015-01-01
Karlstad,802,903,2015-01-01
Katrineholm,316,947,2015-01-01
Kil,95,802,2015-01-01
Kinda,30,306,2015-01-01
Kiruna,123,530,2015-01-01
Klippan,202,1201,2015-01-01
Knivsta,86,522,2015-01-01
Kramfors,166,902,2015-01-01
Kristianstad,764,930,2015-01-01
Kristinehamn,157,649,2015-01-01
Krokom,55,374,2015-01-01
Kumla,171,811,2015-01-01
Kungsbacka,524,666,2015-01-01
Kungsör,61,734,2015-01-01
Kungälv,365,858,2015-01-01
Kävlinge,207,691,2015-01-01
Köping,254,997,2015-01-01
Laholm,182,759,2015-01-01
Landskrona,493,1126,2015-01-01
Laxå,54,954,2015-01-01
Lekeberg,30,404,2015-01-01
Leksand,83,543,2015-01-01
Lerum,305,763,2015-01-01
Lessebo,34,405,2015-01-01
Lidingö,208,453,2015-01-01
Lidköping,251,645,2015-01-01
Lilla Edet,140,1068,2015-01-01
Lindesberg,153,653,2015-01-01
Linköping,1207,792,2015-01-01
Ljungby,176,638,2015-01-01
Ljusdal,151,795,2015-01-01
Ljusnarsberg,58,1179,2015-01-01
Lomma,102,441,2015-01-01
Ludvika,210,802,2015-01-01
Luleå,744,979,2015-01-01
Lund,1157,994,2015-01-01
Lycksele,102,837,2015-01-01
Lysekil,97,674,2015-01-01
Malmö,4892,1527,2015-01-01
Malung-Sälen,196,1960,2015-01-01
Malå,10,321,2015-01-01
Mariestad,164,684,2015-01-01
Mark,230,679,2015-01-01
Markaryd,80,828,2015-01-01
Mellerud,54,597,2015-01-01
Mjölby,152,573,2015-01-01
Mora,188,937,2015-01-01
Motala,308,721,2015-01-01
Mullsjö,54,757,2015-01-01
Munkedal,93,910,2015-01-01
Munkfors,7,191,2015-01-01
Mölndal,533,844,2015-01-01
Mönsterås,71,542,2015-01-01
Mörbylånga,50,343,2015-01-01
Nacka,713,734,2015-01-01
Nora,73,700,2015-01-01
Norberg,51,885,2015-01-01
Nordanstig,40,421,2015-01-01
Nordmaling,36,509,2015-01-01
Norrköping,1225,900,2015-01-01
Norrtälje,490,843,2015-01-01
Norsjö,28,670,2015-01-01
Nybro,141,715,2015-01-01
Nykvarn,32,320,2015-01-01
Nyköping,557,1034,2015-01-01
Nynäshamn,252,924,2015-01-01
Nässjö,221,732,2015-01-01
Ockelbo,29,499,2015-01-01
Olofström,74,565,2015-01-01
Orsa,45,664,2015-01-01
Orust,108,718,2015-01-01
Osby,114,884,2015-01-01
Oskarshamn,103,391,2015-01-01
Ovanåker,59,515,2015-01-01
Oxelösund,107,920,2015-01-01
Pajala,20,320,2015-01-01
Partille,415,1129,2015-01-01
Perstorp,80,1112,2015-01-01
Piteå,280,674,2015-01-01
Ragunda,42,776,2015-01-01
Robertsfors,32,474,2015-01-01
Ronneby,155,545,2015-01-01
Rättvik,45,418,2015-01-01
Sala,165,749,2015-01-01
Salem,177,1087,2015-01-01
Sandviken,291,764,2015-01-01
Sigtuna,642,1445,2015-01-01
Simrishamn,113,595,2015-01-01
Sjöbo,160,867,2015-01-01
Skara,171,913,2015-01-01
Skellefteå,739,1026,2015-01-01
Skinnskatteberg,32,719,2015-01-01
Skurup,94,620,2015-01-01
Skövde,592,1110,2015-01-01
Smedjebacken,64,595,2015-01-01
Sollefteå,80,404,2015-01-01
Sollentuna,602,863,2015-01-01
Solna,969,1290,2015-01-01
Sorsele,5,197,2015-01-01
Sotenäs,28,312,2015-01-01
Staffanstorp,143,620,2015-01-01
Stenungsund,158,622,2015-01-01
Stockholm,17413,1897,2015-01-01
Storfors,24,590,2015-01-01
Storuman,31,521,2015-01-01
Strängnäs,270,794,2015-01-01
Strömstad,95,744,2015-01-01
Strömsund,41,348,2015-01-01
Sundbyberg,615,1364,2015-01-01
Sundsvall,1118,1147,2015-01-01
Sunne,40,304,2015-01-01
Surahammar,94,945,2015-01-01
Svalöv,95,701,2015-01-01
Svedala,99,486,2015-01-01
Svenljunga,99,949,2015-01-01
Säffle,127,827,2015-01-01
Säter,82,749,2015-01-01
Sävsjö,74,663,2015-01-01
Söderhamn,222,866,2015-01-01
Söderköping,38,267,2015-01-01
Södertälje,1270,1370,2015-01-01
Sölvesborg,130,762,2015-01-01
Tanum,49,395,2015-01-01
Tibro,62,568,2015-01-01
