Region;Brott;År;Period;Antal;/100 000 inv
Burlöv kommun;Stöldbrott;2015;Mar;62;358;
Burlöv kommun;Bilbrott;2015;Mar;17;98;
Burlöv kommun;Skadegörelsebrott (inkl. mordbrand);2015;Mar;11;64;
Burlöv kommun;Vissa trafikbrott;2015;Mar;10;58;
Burlöv kommun;Alkohol- och narkotikabrott;2015;Mar;16;92;
Burlöv kommun;Vapenbrott;2015;Mar;0;0;
Båstad kommun;Totalt antal brott;2015;Mar;119;827;
Båstad kommun;Våldsbrott ;2015;Mar;9;63;
Båstad kommun;Hot-, kränknings- och frihetsbrott;2015;Mar;10;69;
Båstad kommun;Vårdslöshet- och vållandebrott;2015;Mar;0;0;
Båstad kommun;Stöldbrott;2015;Mar;53;368;
Båstad kommun;Bilbrott;2015;Mar;9;63;
Båstad kommun;Skadegörelsebrott (inkl. mordbrand);2015;Mar;16;111;
Båstad kommun;Vissa trafikbrott;2015;Mar;8;56;
Båstad kommun;Alkohol- och narkotikabrott;2015;Mar;12;83;
Båstad kommun;Vapenbrott;2015;Mar;0;0;
Dals-Ed kommun;Totalt antal brott;2015;Mar;14;293;
Dals-Ed kommun;Våldsbrott ;2015;Mar;0;0;
Dals-Ed kommun;Hot-, kränknings- och frihetsbrott;2015;Mar;2;42;
Dals-Ed kommun;Vårdslöshet- och vållandebrott;2015;Mar;2;42;
Dals-Ed kommun;Stöldbrott;2015;Mar;6;125;
Dals-Ed kommun;Bilbrott;2015;Mar;2;42;
Dals-Ed kommun;Skadegörelsebrott (inkl. mordbrand);2015;Mar;2;42;
Dals-Ed kommun;Vissa trafikbrott;2015;Mar;0;0;
Dals-Ed kommun;Alkohol- och narkotikabrott;2015;Mar;0;0;
Dals-Ed kommun;Vapenbrott;2015;Mar;0;0;
Danderyd kommun;Totalt antal brott;2015;Mar;383;1184;
Danderyd kommun;Våldsbrott ;2015;Mar;12;37;
Danderyd kommun;Hot-, kränknings- och frihetsbrott;2015;Mar;23;71;
Danderyd kommun;Vårdslöshet- och vållandebrott;2015;Mar;1;3;
Danderyd kommun;Stöldbrott;2015;Mar;158;488;
Danderyd kommun;Bilbrott;2015;Mar;38;117;
Danderyd kommun;Skadegörelsebrott (inkl. mordbrand);2015;Mar;98;303;
Danderyd kommun;Vissa trafikbrott;2015;Mar;20;62;
Danderyd kommun;Alkohol- och narkotikabrott;2015;Mar;35;108;
Danderyd kommun;Vapenbrott;2015;Mar;4;12;
Degerfors kommun;Totalt antal brott;2015;Mar;74;776;
Degerfors kommun;Våldsbrott ;2015;Mar;5;52;
Degerfors kommun;Hot-, kränknings- och frihetsbrott;2015;Mar;8;84;
Degerfors kommun;Vårdslöshet- och vållandebrott;2015;Mar;0;0;
Degerfors kommun;Stöldbrott;2015;Mar;31;325;
Degerfors kommun;Bilbrott;2015;Mar;1;10;
Degerfors kommun;Skadegörelsebrott (inkl. mordbrand);2015;Mar;6;63;
Degerfors kommun;Vissa trafikbrott;2015;Mar;8;84;
Degerfors kommun;Alkohol- och narkotikabrott;2015;Mar;10;105;
Degerfors kommun;Vapenbrott;2015;Mar;2;21;
Dorotea kommun;Totalt antal brott;2015;Mar;16;582;
Dorotea kommun;Våldsbrott ;2015;Mar;0;0;
Dorotea kommun;Hot-, kränknings- och frihetsbrott;2015;Mar;5;182;
Dorotea kommun;Vårdslöshet- och vållandebrott;2015;Mar;1;36;
Dorotea kommun;Stöldbrott;2015;Mar;1;36;
Dorotea kommun;Bilbrott;2015;Mar;1;36;
Dorotea kommun;Skadegörelsebrott (inkl. mordbrand);2015;Mar;1;36;
Dorotea kommun;Vissa trafikbrott;2015;Mar;4;146;
Dorotea kommun;Alkohol- och narkotikabrott;2015;Mar;1;36;
Dorotea kommun;Vapenbrott;2015;Mar;0;0;
Eda kommun;Totalt antal brott;2015;Mar;56;660;
Eda kommun;Våldsbrott ;2015;Mar;0;0;
Eda kommun;Hot-, kränknings- och frihetsbrott;2015;Mar;5;59;
Eda kommun;Vårdslöshet- och vållandebrott;2015;Mar;1;12;
